,field,tt10,tp20,tb20,dW,W0,a,phi,y0
0,0.0,-12.735953662360584,-12.735953662360584,0.0,43,10,-0.17381526797788804,0.5410520681182421,0.2625000000000003
1,1.0,-11.889405044971259,-11.889405044971259,1.8947213566469374,43,10,-0.1758494496616833,0.5410520681182421,0.2763888888888894
2,2.0,-11.03003165097401,-11.03003165097401,3.8987807110513653,43,10,-0.17629435323227866,0.5410520681182421,0.2847222222222225
3,3.0,-10.167698333846616,-10.167698333846616,5.992982954988374,43,10,-0.1756745216551495,0.5410520681182421,0.2958333333333335
4,4.0,-9.283524597452448,-9.283524597452448,8.18292265191154,43,10,-0.17557592678217698,0.5410520681182421,0.3097222222222227
5,5.0,-8.378851857693212,-8.378851857693212,10.475404188134641,43,10,-0.1746490730585395,0.5410520681182421,0.32361111111111157
6,6.0,-7.454415539849057,-7.454415539849057,12.871798089761313,43,10,-0.17176371021525633,0.5410520681182421,0.33472222222222275
7,7.0,-6.5104877539737585,-6.5104877539737585,15.378436216772638,43,10,-0.16854884584076063,0.5410520681182421,0.3541666666666669
8,8.0,-5.547002872918383,-5.547002872918383,17.993995613630663,43,10,-0.16490129561645406,0.5410520681182421,0.36805555555555525
9,9.0,-4.563657095366532,-4.563657095366532,20.72798804337322,43,10,-0.15814691960215785,0.5410520681182421,0.3847222222222228
10,10.0,-3.559991720410998,-3.559991720410998,23.578733975500572,43,10,-0.15093231306190344,0.5410520681182421,0.40416666666666723
11,11.0,-2.5354541663598793,-2.5354541663598793,26.549977059607933,43,10,-0.14148088422694302,0.5410520681182421,0.42083333333333395
12,12.0,-1.489445574985836,-1.489445574985836,29.64467455393191,43,10,-0.1289794044617047,0.5410520681182421,0.44583333333333375
13,13.0,-0.42135346387496136,-0.42135346387496136,32.86495251914193,43,10,-0.11437580421322269,0.5410520681182421,0.4708333333333341
14,14.0,0.6694239146935799,0.6694239146935799,36.215240370869054,43,10,-0.09715110907292762,0.5410520681182421,0.4930555555555556
15,15.0,1.7834612959158467,2.283819667969786,39.696598293440665,43,10,-0.07387487400482029,0.5410520681182421,0.5180555555555565
16,16.0,2.9212981571099714,4.017022429739414,43.31106448032591,43,10,-0.04385607034055361,0.5410520681182421,0.5458333333333341
17,17.0,4.082044710327246,5.973979135857189,47.0601140773657,43,10,-0.0025034102027392535,0.5410520681182421,0.5902777777777785
18,18.0,5.266570477533016,8.139623723187148,50.94766987947362,43,10,0.06415823905936352,3.6826447217080314,0.6486111111111122
19,19.0,6.476846147398982,10.506790457052034,54.97456500475966,43,10,0.15963547054939353,3.6826447217080314,0.734722222222223
20,20.0,7.713227975531719,13.067311108828621,59.14330231272529,43,10,0.1584725673827328,3.6826447217080314,0.7152777777777786
21,21.0,8.976020855653015,15.824920537334139,63.45500627310685,43,10,0.15648828251665958,3.6826447217080314,0.7041666666666672
22,22.0,10.26442996121293,18.77341340609721,67.90980820193808,43,10,0.1527727772818684,3.6826447217080314,0.6875000000000006
23,23.0,11.58028048420579,21.910474103693588,72.51202436181637,43,10,0.14620019344791885,3.6826447217080314,0.6652777777777785
24,24.0,12.923837282110757,25.236753743388725,77.26058271851639,43,10,0.13929569889925758,3.6826447217080314,0.6458333333333345
25,25.0,14.2954064407188,28.74884782717468,82.15776716339016,43,10,0.12888122963247373,3.6826447217080314,0.6236111111111116
26,26.0,15.695462136502364,32.44642255308782,87.2051104260488,43,10,0.11361188518172644,3.6826447217080314,0.5958333333333337
27,27.0,17.12439691594044,36.3277340398507,92.40354945663394,43,10,0.09556119556220202,3.6826447217080314,0.5680555555555563
28,28.0,18.58313028861066,40.39254600220321,97.75355016034781,43,10,0.07107571080991773,3.6826447217080314,0.5347222222222227
29,29.0,20.0711521460196,44.63969814718309,103.25674156840032,43,10,0.03458093311828614,3.6826447217080314,0.4902777777777781
30,30.0,21.59033351430794,49.06798517170173,108.91352864227872,43,10,-0.021365862253818202,0.5410520681182421,0.4291666666666673
31,31.0,23.139528715621033,53.67856324856895,114.72575864171718,43,10,-0.15179069360183384,0.5410520681182421,0.29861111111111105
32,32.0,24.720489554282356,58.46913571730372,120.69328139873487,43,10,-0.1490779011236178,0.5410520681182421,0.30694444444444474
33,33.0,26.33291163090045,63.43954838350012,126.81697061763892,43,10,-0.1470418607265033,0.5410520681182421,0.3125000000000004
34,34.0,27.976573785858726,68.58941349501431,133.09774125472134,43,10,-0.1448266724721559,0.5410520681182421,0.31805555555555604
35,35.0,29.654056264914338,73.91785601670111,139.5367411022761,43,10,-0.1411739505047411,0.5410520681182421,0.3263888888888892
36,36.0,31.363643517966302,79.4257757368464,146.13343805439862,43,10,-0.13852316944076265,0.5410520681182421,0.3319444444444447
37,37.0,33.10585922978387,85.1111298319644,152.88932150731645,43,10,-0.13423162127647584,0.5410520681182421,0.3402777777777782
38,38.0,34.882146307596315,90.97453523539247,159.80482188097017,43,10,-0.12957215356859575,0.5410520681182421,0.3486111111111113
39,39.0,36.69270524169196,97.01562222565775,166.88009185776716,43,10,-0.12455753759423416,0.5410520681182421,0.3569444444444448
40,40.0,38.53721051664144,103.2342824192295,174.11591179671498,43,10,-0.11920151806721503,0.5410520681182421,0.36527777777777803
41,41.0,40.41611263382476,109.62964218023563,181.51288936980646,43,10,-0.11155458996147363,0.5410520681182421,0.3763888888888894
42,42.0,42.32982905198897,116.20145396762976,189.0706446965776,43,10,-0.10546059460748688,0.5410520681182421,0.38472222222222235
43,43.0,44.278741071028136,122.9496393669778,196.7905802207368,43,10,-0.09688862033413842,0.5410520681182421,0.39583333333333387
44,44.0,46.26319482321969,129.87432329612125,204.67252850622222,43,10,-0.08551497397521698,0.5410520681182421,0.40972222222222293
45,45.0,48.28349097799088,136.9747480190404,212.71681097474513,43,10,-0.07349050702899121,0.5410520681182421,0.4236111111111112
46,46.0,50.339892567361105,144.25131594021477,220.92370967028504,43,10,-0.05573794327987111,0.5410520681182421,0.4430555555555559
47,47.0,52.43262353233543,151.70325751005186,229.29404836782606,43,10,-0.02626847572674415,0.5410520681182421,0.47361111111111204
48,48.0,54.56187160728523,159.33057401932703,237.82749204075603,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
49,49.0,56.72779189092799,167.13296400406134,246.52478865056884,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
50,50.0,58.93050209453192,175.1105351586206,255.38583994091965,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
51,51.0,61.171276526138946,183.26313069430722,264.41105697892607,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
52,52.0,63.4496863968452,191.5904399859695,273.6006411989975,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
53,53.0,65.76526828503421,200.09213226757566,282.954618223103,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
54,54.0,68.11879874863355,208.76858654491312,292.473807407771,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
55,55.0,70.51121496908567,217.61936560702495,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
56,56.0,72.94090564359473,226.64429180930668,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
57,57.0,75.41033236513015,235.84326445285916,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
58,58.0,77.91739865717739,245.2163859030105,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
59,59.0,80.46436651704177,254.76337157249313,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
60,60.0,83.04928295792377,264.48422173093894,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
61,61.0,85.67448662473154,274.37871807809336,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
62,62.0,88.33855435530505,284.4468399808047,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
63,63.0,91.04161309814357,294.68847270899255,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
64,64.0,93.78514864984844,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
65,65.0,96.56829773636511,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
66,66.0,99.39110998101708,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
67,67.0,102.25382599437012,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
68,68.0,105.15665225675878,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
69,69.0,108.09974716412552,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
70,70.0,111.08324860719146,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
71,71.0,114.10725502494476,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
72,72.0,117.17185111576883,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
73,73.0,120.27708667349182,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
74,74.0,123.42299533094491,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
75,75.0,126.60958872302514,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
76,76.0,129.8368603607422,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
77,77.0,133.10520359776,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
78,78.0,136.41493874315887,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
79,79.0,139.76534993827394,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
80,80.0,143.1569553548737,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
81,81.0,146.59006018735602,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
82,82.0,150.06392536472666,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
83,83.0,153.57977342796787,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
84,84.0,157.13647352965947,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
85,85.0,160.734965236596,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
86,86.0,164.3748849181301,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
87,87.0,168.05599997544442,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
88,88.0,171.7791793465221,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
89,89.0,175.5439136698853,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
90,90.0,179.35018636574225,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
91,91.0,183.19810160533947,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
92,92.0,187.08776093624707,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
93,93.0,191.01923768631127,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
94,94.0,194.99261533174047,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
95,95.0,199.0078706384036,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
96,96.0,203.06507139443602,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
97,97.0,207.16423585032726,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
98,98.0,211.30534343221956,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
99,99.0,215.48837881430833,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
100,100.0,219.71331584881528,inf,inf,43,10,-1.6653345369377348e-16,0.4188790204786397,0.5000000000000001
